Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2015,1,1,0.6,0.6,0.6,0.6,25.8,27.5,24.8,7.6,26.3
Changi,2015,1,2,0,0,0,0,26.8,30.3,24.5,11.2,39.6
Changi,2015,1,3,0,0,0,0,27.1,30.7,24.6,8.7,29.9
Changi,2015,1,4,0,0,0,0,27.7,32.1,24.8,8.4,27.7
Changi,2015,1,5,0,0,0,0,27.8,32.4,25,8.6,25.6
Changi,2015,1,6,21.8,7.6,13.6,19.8,26.6,31.3,24.2,7.6,30.6
Changi,2015,1,7,22.4,18,18.6,21,26.2,31.1,23.3,5.9,27.7
Changi,2015,1,8,0.8,0.2,0.2,0.4,25.8,30,24.4,6.3,24.5
Changi,2015,1,9,0.4,0.2,0.2,0.4,25,27,23.9,6.7,21.6
Changi,2015,1,10,33.6,26.6,28.2,33.6,25.9,30.7,23.7,8.4,33.8
Changi,2015,1,11,0,0,0,0,26.7,29.9,24.7,9,31.3
Changi,2015,1,12,0,0,0,0,27.3,30.9,25.4,11.9,33.8
Changi,2015,1,13,0,0,0,0,27.4,31.5,24.8,13,36.7
Changi,2015,1,14,0,0,0,0,27.6,30.8,25.5,12.9,34.6
Changi,2015,1,15,0,0,0,0,27.2,31.1,24.8,11.8,38.2
Changi,2015,1,16,0,0,0,0,26.9,31,24.2,11.8,34.9
Changi,2015,1,17,0,0,0,0,26.8,30.9,24,11.4,36
Changi,2015,1,18,0,0,0,0,26.7,30.6,23.9,13.3,37.8
Changi,2015,1,19,0,0,0,0,27,30.8,24.7,14,37.4
Changi,2015,1,20,0,0,0,0,27,30.7,25,15,34.6
Changi,2015,1,21,0,0,0,0,26.9,30.7,25.2,13.3,36.7
Changi,2015,1,22,0,0,0,0,27.2,30.9,25.4,15.5,42.5
Changi,2015,1,23,0,0,0,0,26.8,30.4,24.4,14.4,37.4
Changi,2015,1,24,0,0,0,0,27,30.9,24.8,13.7,32.4
Changi,2015,1,25,0,0,0,0,27.1,30.6,25.2,12.7,32.8
Changi,2015,1,26,0,0,0,0,27,30.7,25,12.8,34.2
Changi,2015,1,27,0,0,0,0,27.3,31.3,24.7,13.8,34.9
Changi,2015,1,28,0,0,0,0,27.4,31.8,24,11.8,30.2
Changi,2015,1,29,0,0,0,0,26.5,29.4,25.1,10,30.6
Changi,2015,1,30,0,0,0,0,26.9,31.2,24.6,11.1,35.3
Changi,2015,1,31,0,0,0,0,27.3,31.8,25,13.1,38.2
